,Date,Clouds
482,2011-06-05,1
483,2018-10-04,1
484,2018-11-28,1
485,2013-01-23,1
486,2010-01-11,1
487,2017-01-02,1
488,2019-02-09,1
489,2012-12-28,1
490,2018-01-26,1
491,2011-03-05,1
492,2016-01-03,1
493,2010-02-06,1
494,2011-01-23,1
495,2010-01-01,1
496,2010-02-05,1
497,2013-09-30,1
498,2016-04-22,1
499,2010-02-12,1
500,2016-01-13,1
501,2012-03-11,1
502,2010-10-22,1
503,2010-01-06,1
504,2019-04-15,1
505,2021-12-21,1
506,2015-12-07,1
507,2010-03-21,1
508,2012-03-13,1
509,2016-11-19,1
510,2016-02-02,1
511,2020-01-25,1
512,2020-04-05,1
513,2021-12-25,1
514,2019-01-15,1
515,2016-06-17,1
516,2011-03-13,1
517,2016-10-02,1
518,2015-06-28,1
519,2010-01-21,1
520,2014-09-28,1
521,2016-05-21,1
522,2020-03-29,1
523,2016-03-21,1
524,2014-12-09,1
525,2010-12-06,1
526,2015-10-01,1
527,2017-09-07,1
528,2017-01-18,1
529,2018-04-18,1
530,2014-12-10,1
531,2016-03-04,1
532,2021-03-10,1
533,2019-03-07,1
534,2017-11-30,1
535,2015-02-09,1
536,2021-03-08,1
537,2010-06-02,1
538,2013-04-04,1
539,2013-09-29,1
540,2017-02-15,1
541,2020-01-16,1
542,2016-12-20,1
543,2020-01-08,1
544,2019-01-08,1
545,2015-01-18,1
546,2018-03-16,1
547,2010-04-27,1
548,2012-11-28,1
549,2014-11-13,1
550,2020-05-11,1
551,2018-03-15,1
552,2011-12-30,1
553,2018-01-15,1
554,2020-02-02,1
555,2021-01-28,1
556,2014-05-08,1
557,2012-03-01,1
558,2010-12-13,1
559,2016-10-27,1
560,2012-11-20,1
561,2010-12-05,1
562,2011-03-10,1
563,2010-12-03,1
564,2020-04-04,1
565,2019-03-04,1
566,2020-05-14,1
567,2015-12-18,1
568,2016-05-07,1
569,2011-03-15,1
570,2017-11-16,1
571,2017-11-13,1
572,2018-05-25,1
573,2011-04-15,1
574,2019-12-25,1
575,2011-11-21,1
576,2018-02-09,1
577,2010-01-20,1
578,2017-09-20,1
579,2010-01-08,1
580,2016-03-20,1
581,2018-03-22,1
582,2011-11-22,1
583,2019-12-19,1
584,2012-02-07,1
585,2015-04-05,1
586,2020-03-14,1
587,2019-05-16,1
588,2020-01-17,1
589,2021-04-25,1
590,2018-12-14,1
591,2010-01-17,1
592,2011-03-08,1
593,2017-11-05,1
594,2012-03-15,1
595,2021-01-06,1
596,2011-03-02,1
597,2019-12-01,1
598,2011-02-25,1
599,2013-01-09,1
600,2013-11-19,1
601,2012-10-12,1
602,2014-12-15,1
603,2010-01-19,1
604,2015-11-08,1
605,2016-10-03,1
606,2019-02-03,1
607,2013-03-31,1
608,2020-03-16,1
609,2017-02-05,1
610,2018-03-09,1
611,2010-05-09,1
612,2014-12-08,1
613,2010-12-09,1
614,2015-12-22,1
615,2017-11-23,1
616,2017-11-09,1
617,2011-01-11,1
618,2020-03-15,1
619,2021-10-20,1
620,2010-12-14,1
621,2017-02-08,1
622,2021-11-18,1
623,2010-01-24,1
624,2021-02-14,1
625,2015-12-03,1
626,2014-11-21,1
627,2011-10-03,1
628,2016-10-29,1
629,2010-12-22,1
630,2011-12-28,1
631,2016-01-21,1
632,2010-12-08,1
633,2017-11-10,1
634,2010-09-19,1
635,2013-02-19,1
636,2014-03-29,1
637,2011-01-12,1
638,2019-01-20,1
639,2020-01-13,1
640,2014-11-12,1
641,2015-08-02,1
642,2014-03-06,1
643,2016-01-28,1
644,2012-12-16,1
645,2018-03-23,1
646,2010-04-20,1
647,2017-10-21,1
648,2018-12-17,1
649,2016-01-05,1
650,2015-02-08,1
651,2010-02-24,1
652,2013-01-25,1
653,2010-10-03,1
654,2016-03-09,1
655,2014-02-14,1
656,2012-02-10,1
657,2018-03-01,1
658,2019-01-16,1
659,2020-03-08,1
660,2017-01-23,1
661,2014-03-09,1
662,2017-11-20,1
663,2016-04-27,1
664,2017-01-20,1
665,2011-11-06,1
666,2021-12-15,1
667,2014-04-03,1
668,2015-07-09,1
669,2010-09-08,1
670,2017-01-03,1
671,2012-03-16,1
672,2018-04-05,1
673,2010-12-04,1
674,2014-10-23,1
675,2011-02-19,1
676,2016-12-08,1
677,2015-02-06,1
678,2019-04-02,1
679,2019-04-03,1
680,2020-10-10,1
681,2016-03-03,1
682,2012-12-05,1
683,2013-05-06,1
684,2015-07-10,1
685,2014-12-05,1
686,2011-03-19,1
687,2015-10-27,1
688,2017-01-08,1
689,2018-01-25,1
690,2010-01-29,1
691,2019-02-24,1
692,2016-12-10,1
693,2017-04-11,1
694,2012-04-10,1
695,2019-08-09,1
696,2014-02-27,1
697,2016-01-09,1
698,2020-12-16,1
699,2011-03-12,1
700,2018-12-15,1
701,2011-11-24,1
702,2021-11-19,1
703,2015-04-06,1
704,2016-04-09,1
705,2018-12-16,1
706,2019-02-01,1
707,2019-03-23,1
708,2015-12-27,1
709,2019-12-20,1
710,2016-11-06,1
711,2012-05-25,1
712,2012-03-24,1
713,2018-03-02,1
714,2010-03-01,1
715,2010-10-28,1
716,2015-10-17,1
717,2015-11-15,1
718,2015-11-25,1
719,2011-02-14,1
720,2021-02-11,1
721,2010-06-03,1
722,2017-01-21,1
723,2010-10-31,1
724,2012-12-12,1
725,2018-02-22,1
726,2018-12-18,1
727,2021-02-02,1
728,2014-12-17,1
729,2016-01-22,1
730,2012-01-22,1
731,2021-02-03,1
732,2013-08-20,1
733,2010-04-04,1
734,2015-05-18,1
735,2015-12-06,1
736,2016-11-25,1
737,2019-03-09,1
738,2019-04-20,1
739,2020-03-23,1
740,2010-04-12,1
741,2017-03-03,1
742,2014-11-22,1
743,2012-03-30,1
744,2018-04-15,1
745,2012-06-22,1
746,2012-01-24,1
747,2019-01-09,1
748,2017-05-16,1
749,2019-03-25,1
750,2011-03-26,1
751,2014-10-31,1
752,2010-01-30,1
753,2010-04-21,1
754,2013-04-05,1
755,2010-02-23,1
756,2010-10-07,1
757,2019-01-11,1
758,2018-01-22,1
759,2021-12-11,1
760,2011-11-05,1
761,2019-01-17,1
762,2011-02-15,1
763,2020-08-17,1
764,2015-12-05,1
