,Date,Fire
394,2013-04-28,0
395,2018-08-19,0
396,2013-02-23,0
397,2014-02-09,0
398,2017-02-16,0
399,2019-07-14,0
400,2010-08-23,0
401,2015-05-30,0
402,2016-09-25,0
403,2021-01-30,0
404,2018-08-26,0
405,2011-10-01,0
406,2011-12-22,0
407,2012-03-26,0
408,2013-06-24,0
409,2014-06-25,0
410,2012-03-25,0
411,2013-04-16,0
412,2016-07-02,0
413,2018-11-14,0
414,2011-07-07,0
415,2014-12-27,0
416,2013-04-03,0
417,2010-06-16,0
418,2012-04-19,0
419,2013-08-01,0
420,2019-03-02,0
421,2014-08-27,0
422,2018-11-08,0
423,2014-09-26,0
424,2013-06-08,0
425,2019-05-04,0
426,2017-09-14,0
427,2020-12-19,0
428,2015-03-09,0
429,2013-12-25,0
430,2017-01-25,0
431,2021-04-22,0
432,2014-07-19,0
433,2010-02-22,0
434,2017-02-13,0
435,2017-08-09,0
436,2019-12-16,0
437,2012-01-26,0
438,2019-01-21,0
439,2015-12-09,0
440,2013-03-17,0
441,2019-03-11,0
442,2014-04-04,0
443,2013-06-10,0
444,2019-12-14,0
445,2020-06-07,0
446,2014-02-19,0
447,2018-10-02,0
448,2018-01-05,0
449,2018-01-07,0
450,2013-09-06,0
451,2021-12-01,0
452,2011-07-02,0
453,2017-07-20,0
454,2013-03-11,0
455,2021-06-20,0
456,2020-10-23,0
457,2014-03-31,0
458,2016-01-19,0
459,2011-02-05,0
460,2013-06-19,0
461,2016-05-30,0
462,2021-10-02,0
463,2012-03-04,0
464,2012-11-08,0
465,2013-07-07,0
466,2014-02-22,0
467,2015-04-16,0
468,2015-09-11,0
469,2020-07-02,0
470,2016-03-31,0
471,2014-09-17,0
472,2014-07-22,0
473,2014-10-01,0
474,2017-12-31,0
475,2017-11-22,0
476,2019-07-11,0
477,2016-07-03,0
478,2021-12-27,0
479,2014-07-24,0
480,2018-02-10,0
481,2012-04-29,0
482,2014-04-12,0
483,2010-09-28,0
484,2015-11-18,0
485,2016-12-15,0
486,2010-07-07,0
487,2010-05-24,0
488,2019-12-11,0
489,2016-02-27,0
490,2014-01-11,0
491,2011-04-29,0
492,2020-10-26,0
493,2015-04-25,0
494,2018-06-20,0
495,2010-09-15,0
496,2010-11-29,0
497,2013-04-18,0
498,2012-06-25,0
499,2016-09-21,0
500,2016-11-24,0
501,2012-08-01,0
502,2021-12-13,0
503,2017-11-18,0
504,2012-07-22,0
505,2020-04-16,0
506,2013-05-17,0
507,2010-08-27,0
508,2017-07-02,0
509,2015-01-31,0
510,2015-12-01,0
511,2019-04-07,0
512,2021-10-26,0
513,2014-04-25,0
514,2014-10-13,0
515,2015-07-25,0
516,2013-06-16,0
517,2016-12-09,0
518,2013-06-22,0
519,2018-11-26,0
520,2021-02-23,0
521,2011-08-19,0
522,2016-04-13,0
523,2013-02-07,0
524,2017-02-17,0
525,2018-04-16,0
526,2018-12-05,0
527,2010-04-07,0
528,2016-10-10,0
529,2018-10-16,0
530,2014-08-12,0
531,2014-08-30,0
532,2021-02-10,0
533,2020-08-12,0
534,2010-08-26,0
535,2014-01-27,0
536,2016-12-06,0
537,2020-08-24,0
538,2012-04-16,0
539,2015-03-06,0
540,2010-03-18,0
541,2014-03-03,0
542,2016-08-17,0
543,2012-09-21,0
544,2021-09-30,0
545,2017-05-26,0
546,2017-09-17,0
547,2021-10-24,0
548,2016-10-09,0
549,2020-02-19,0
550,2012-02-29,0
551,2012-11-27,0
552,2013-07-11,0
553,2015-10-09,0
554,2011-08-30,0
555,2018-01-27,0
556,2017-10-24,0
557,2018-09-27,0
558,2016-04-16,0
559,2011-04-30,0
560,2017-12-01,0
561,2015-09-24,0
562,2020-05-21,0
563,2016-10-16,0
564,2019-03-14,0
565,2021-03-13,0
566,2014-10-10,0
567,2016-08-31,0
568,2021-07-20,0
569,2021-09-16,0
570,2021-08-06,0
571,2012-10-25,0
572,2013-10-17,0
573,2014-09-14,0
574,2017-09-13,0
575,2010-04-13,0
576,2013-03-20,0
577,2010-02-04,0
578,2019-07-20,0
579,2018-11-25,0
580,2020-03-02,0
581,2012-09-29,0
582,2013-06-18,0
583,2014-06-17,0
584,2011-10-06,0
585,2012-02-25,0
586,2014-07-14,0
587,2013-06-05,0
588,2017-02-19,0
589,2014-12-24,0
590,2016-01-16,0
591,2013-04-15,0
592,2016-04-05,0
593,2011-03-22,0
594,2017-01-07,0
595,2017-04-16,0
596,2016-03-17,0
597,2015-11-02,0
598,2020-05-01,0
599,2015-12-21,0
600,2014-01-25,0
601,2021-04-12,0
602,2019-12-23,0
603,2010-10-12,0
604,2012-07-07,0
605,2019-08-26,0
606,2015-10-15,0
607,2013-01-15,0
608,2014-09-02,0
609,2011-08-03,0
610,2018-10-04,0
611,2012-09-26,0
612,2018-10-06,0
613,2017-12-16,0
614,2014-07-06,0
615,2021-03-30,0
616,2021-10-19,0
617,2016-06-30,0
618,2021-07-21,0
619,2017-02-22,0
620,2017-01-02,0
621,2021-09-06,0
622,2012-09-27,0
623,2016-12-12,0
624,2018-01-26,0
625,2010-08-01,0
626,2021-05-17,0
627,2016-08-26,0
628,2016-01-03,0
629,2011-04-05,0
630,2013-08-07,0
631,2013-07-28,0
632,2011-01-23,0
633,2013-10-26,0
634,2014-05-05,0
635,2010-02-05,0
636,2015-12-15,0
637,2016-08-10,0
638,2017-01-15,0
639,2011-10-08,0
640,2016-07-31,0
641,2012-02-23,0
642,2019-08-22,0
643,2010-02-12,0
644,2016-01-13,0
645,2014-02-03,0
646,2010-10-22,0
647,2020-01-28,0
648,2016-02-08,0
649,2019-04-15,0
650,2016-07-12,0
651,2011-07-31,0
652,2021-02-24,0
653,2014-03-21,0
654,2015-11-30,0
655,2019-06-14,0
656,2020-04-27,0
657,2021-06-16,0
658,2011-09-15,0
659,2014-10-12,0
660,2021-12-25,0
661,2011-08-09,0
662,2011-10-17,0
663,2015-07-17,0
664,2011-03-13,0
665,2020-02-24,0
666,2018-02-25,0
667,2019-07-18,0
668,2010-02-27,0
669,2013-07-20,0
670,2013-03-22,0
671,2015-04-26,0
672,2014-09-28,0
673,2016-06-23,0
674,2019-10-21,0
675,2020-12-02,0
676,2021-08-29,0
677,2020-03-29,0
678,2020-05-16,0
679,2021-11-12,0
680,2014-12-09,0
681,2013-11-10,0
682,2012-11-06,0
683,2014-01-05,0
684,2012-02-04,0
685,2014-07-05,0
686,2014-12-10,0
687,2016-08-18,0
688,2021-11-24,0
689,2013-08-16,0
690,2019-03-07,0
691,2015-02-16,0
692,2013-09-24,0
693,2019-04-22,0
694,2015-08-03,0
695,2019-08-01,0
696,2021-03-08,0
697,2016-03-14,0
698,2012-08-03,0
699,2013-04-04,0
700,2021-06-23,0
701,2010-10-09,0
702,2020-01-16,0
703,2020-11-12,0
704,2020-08-30,0
705,2010-11-25,0
706,2014-06-27,0
707,2011-04-13,0
708,2012-09-08,0
709,2014-04-30,0
710,2015-12-04,0
711,2020-11-24,0
712,2010-04-27,0
713,2011-10-27,0
714,2011-12-19,0
715,2015-06-10,0
716,2021-12-09,0
717,2016-06-03,0
718,2021-10-07,0
719,2020-05-11,0
720,2014-11-27,0
721,2016-04-01,0
722,2014-03-17,0
723,2010-07-28,0
724,2019-07-17,0
725,2020-07-21,0
726,2013-06-27,0
727,2014-05-08,0
728,2012-07-04,0
729,2013-09-10,0
730,2021-01-28,0
731,2012-11-20,0
732,2010-04-29,0
733,2012-12-17,0
734,2012-06-30,0
735,2013-12-07,0
736,2019-07-03,0
737,2018-06-05,0
738,2018-10-11,0
739,2012-10-21,0
740,2013-07-03,0
741,2015-08-31,0
742,2019-09-27,0
743,2016-06-18,0
744,2015-08-23,0
745,2020-07-06,0
746,2017-07-25,0
747,2017-10-12,0
748,2019-07-28,0
749,2020-09-20,0
750,2016-01-27,0
751,2017-05-14,0
752,2018-11-18,0
753,2018-02-09,0
754,2021-07-16,0
755,2010-01-20,0
756,2017-09-20,0
757,2013-07-24,0
758,2016-04-24,0
759,2011-01-27,0
760,2014-09-16,0
761,2020-04-28,0
762,2015-12-08,0
763,2019-04-10,0
764,2018-10-12,0
765,2019-12-19,0
766,2010-12-16,0
767,2013-08-27,0
768,2015-04-05,0
769,2020-03-14,0
770,2020-04-14,0
771,2019-10-06,0
772,2010-09-03,0
773,2011-08-07,0
774,2019-07-12,0
775,2018-03-28,0
776,2013-02-08,0
777,2015-08-05,0
778,2013-08-04,0
779,2020-12-31,0
780,2017-11-05,0
781,2013-09-19,0
782,2017-05-24,0
783,2018-09-01,0
784,2021-01-18,0
785,2016-11-21,0
786,2018-06-19,0
787,2012-03-15,0
788,2015-11-10,0
789,2013-01-09,0
790,2013-11-19,0
791,2011-11-08,0
792,2020-10-15,0
793,2010-01-19,0
794,2016-01-18,0
795,2020-06-10,0
796,2016-10-03,0
797,2019-02-03,0
798,2010-06-26,0
799,2011-01-21,0
800,2013-08-12,0
801,2019-03-01,0
802,2020-02-13,0
803,2017-03-13,0
804,2017-02-05,0
805,2018-10-18,0
806,2020-11-05,0
807,2012-08-22,0
808,2016-11-10,0
809,2010-12-09,0
810,2016-10-13,0
811,2017-11-09,0
812,2016-05-31,0
813,2021-08-02,0
814,2011-12-24,0
815,2017-12-28,0
816,2018-03-12,0
817,2021-02-09,0
818,2018-11-11,0
819,2016-10-07,0
820,2014-08-22,0
821,2013-08-29,0
822,2015-10-12,0
823,2016-12-26,0
824,2018-04-25,0
825,2019-08-15,0
826,2013-05-23,0
827,2010-03-19,0
828,2016-10-29,0
829,2011-09-05,0
830,2010-12-22,0
831,2011-07-16,0
832,2013-01-17,0
833,2017-04-14,0
834,2018-02-23,0
835,2018-04-22,0
836,2010-11-02,0
837,2014-05-30,0
838,2018-09-23,0
839,2020-07-17,0
840,2016-01-21,0
841,2016-12-18,0
842,2016-07-10,0
843,2015-07-24,0
844,2010-08-15,0
845,2020-01-13,0
846,2012-06-19,0
847,2014-03-14,0
848,2012-11-23,0
849,2017-08-06,0
850,2020-08-05,0
851,2016-01-05,0
852,2019-11-07,0
853,2015-02-08,0
854,2012-07-24,0
855,2015-10-29,0
856,2020-03-08,0
857,2012-02-10,0
858,2018-08-01,0
859,2014-06-18,0
860,2014-03-09,0
861,2017-11-20,0
862,2015-05-10,0
863,2020-07-20,0
864,2021-02-04,0
865,2012-06-17,0
866,2017-01-20,0
867,2020-05-05,0
868,2014-12-23,0
869,2021-12-15,0
870,2015-10-03,0
871,2021-07-15,0
872,2010-09-08,0
873,2015-10-30,0
874,2012-03-16,0
875,2013-07-16,0
876,2020-06-21,0
877,2020-10-21,0
878,2014-10-23,0
879,2021-10-28,0
880,2019-07-19,0
881,2013-03-26,0
882,2012-04-05,0
883,2019-04-03,0
884,2018-07-09,0
885,2017-03-31,0
886,2012-06-02,0
887,2010-01-13,0
888,2020-05-09,0
889,2012-05-31,0
890,2016-09-23,0
891,2013-10-30,0
892,2013-08-28,0
893,2016-03-03,0
894,2016-10-01,0
895,2012-12-05,0
896,2018-09-03,0
897,2011-12-06,0
898,2015-07-10,0
899,2012-02-15,0
900,2019-11-06,0
901,2015-10-27,0
902,2011-01-03,0
903,2018-01-17,0
904,2010-05-11,0
905,2014-04-11,0
906,2018-04-19,0
907,2018-06-09,0
908,2019-02-24,0
909,2020-09-02,0
910,2019-08-19,0
911,2020-01-02,0
912,2019-07-02,0
913,2010-04-05,0
914,2016-01-09,0
915,2019-08-13,0
916,2020-07-27,0
917,2021-10-27,0
918,2016-05-25,0
919,2011-03-12,0
920,2011-11-24,0
921,2020-03-11,0
922,2021-02-13,0
923,2014-05-24,0
924,2018-05-13,0
925,2015-08-07,0
926,2017-01-30,0
927,2020-02-09,0
928,2013-01-31,0
929,2012-05-19,0
930,2020-08-26,0
931,2019-12-20,0
932,2011-06-15,0
933,2011-05-02,0
934,2018-03-02,0
935,2015-01-30,0
936,2015-10-17,0
937,2017-01-17,0
938,2017-08-10,0
939,2021-05-02,0
940,2010-05-06,0
941,2010-06-03,0
942,2011-07-14,0
943,2011-03-28,0
944,2014-07-02,0
945,2020-02-28,0
946,2020-07-13,0
947,2021-12-24,0
948,2016-07-07,0
949,2018-12-18,0
950,2020-12-26,0
951,2013-11-13,0
952,2021-02-02,0
953,2012-05-07,0
954,2014-12-17,0
955,2020-07-07,0
956,2020-03-31,0
957,2018-04-23,0
958,2015-04-12,0
959,2021-06-15,0
960,2021-02-03,0
961,2010-06-29,0
962,2010-04-04,0
963,2015-05-18,0
964,2015-12-06,0
965,2010-08-30,0
966,2019-03-09,0
967,2019-04-20,0
968,2013-12-16,0
969,2016-05-27,0
970,2020-03-23,0
971,2011-05-06,0
972,2017-03-03,0
973,2014-08-16,0
974,2017-11-25,0
975,2019-05-20,0
976,2014-01-18,0
977,2010-03-04,0
978,2019-12-29,0
979,2019-09-08,0
980,2017-12-29,0
981,2010-10-27,0
982,2013-05-09,0
983,2019-01-22,0
984,2013-05-01,0
985,2011-01-25,0
986,2011-06-12,0
987,2011-08-18,0
988,2012-06-14,0
989,2013-07-17,0
990,2016-05-05,0
991,2021-09-27,0
992,2012-10-28,0
993,2015-10-05,0
994,2018-06-23,0
995,2013-05-04,0
996,2011-12-02,0
997,2016-05-19,0
998,2017-07-19,0
999,2010-10-07,0
1000,2014-10-06,0
1001,2018-02-21,0
1002,2010-07-01,0
1003,2015-10-13,0
1004,2012-12-14,0
1005,2013-05-10,0
1006,2012-04-14,0
1007,2014-07-31,0
1008,2017-05-02,0
1009,2019-04-26,0
1010,2010-08-21,0
1011,2013-11-29,0
1012,2021-01-19,0
1013,2021-04-28,0
1014,2014-03-15,0
1015,2015-03-22,0
1016,2012-08-18,0
1017,2016-10-23,0
1018,2017-06-24,0
1019,2021-05-24,0
1020,2012-10-27,0
1021,2021-07-19,0
1022,2017-12-22,0
1023,2017-05-22,0
1024,2012-10-10,0
1025,2019-03-06,0
1026,2019-11-03,0
1027,2010-04-23,0
1028,2010-11-10,0
1029,2012-10-07,0
1030,2015-06-01,0
1031,2018-06-24,0
1032,2020-10-19,0
1033,2015-11-04,0
1034,2019-11-21,0
1035,2010-11-11,0
1036,2010-02-14,0
1037,2016-01-17,0
1038,2020-12-13,0
1039,2020-06-06,0
1040,2021-11-26,0
1041,2013-04-08,0
1042,2021-02-17,0
1043,2016-09-28,0
1044,2010-11-21,0
1045,2020-10-02,0
1046,2013-03-06,0
1047,2011-06-23,0
1048,2019-07-16,0
1049,2015-09-08,0
1050,2012-02-09,0
1051,2014-11-09,0
1052,2016-11-05,0
1053,2019-05-19,0
1054,2015-01-07,0
1055,2019-09-25,0
1056,2020-06-17,0
1057,2012-11-17,0
1058,2020-04-19,0
1059,2021-06-02,0
1060,2012-10-19,0
1061,2019-02-07,0
1062,2017-01-13,0
1063,2012-12-20,0
1064,2014-12-01,0
1065,2010-08-17,0
1066,2021-12-07,0
1067,2011-07-04,0
1068,2010-07-27,0
1069,2019-09-12,0
1070,2010-08-29,0
1071,2010-09-01,0
1072,2021-10-22,0
1073,2021-12-08,0
1074,2014-02-13,0
1075,2018-08-17,0
1076,2018-05-15,0
1077,2015-11-12,0
1078,2015-01-17,0
1079,2012-02-11,0
1080,2016-08-02,0
1081,2020-06-09,0
1082,2010-12-25,0
1083,2011-05-29,0
1084,2020-11-29,0
1085,2021-05-09,0
1086,2011-12-23,0
1087,2011-09-07,0
1088,2015-09-14,0
1089,2020-01-12,0
1090,2020-07-05,0
1091,2015-04-14,0
1092,2014-02-28,0
1093,2011-07-08,0
1094,2020-09-24,0
1095,2016-03-10,0
1096,2019-11-19,0
1097,2016-05-17,0
1098,2015-03-19,0
1099,2016-09-10,0
1100,2019-09-22,0
1101,2014-05-10,0
1102,2011-06-11,0
1103,2015-01-03,0
1104,2013-04-19,0
1105,2017-06-09,0
1106,2018-04-28,0
1107,2016-02-05,0
1108,2018-07-08,0
1109,2020-03-07,0
1110,2012-03-27,0
1111,2019-07-15,0
1112,2014-04-24,0
1113,2018-08-21,0
1114,2019-03-18,0
1115,2018-06-18,0
1116,2019-03-10,0
1117,2018-12-23,0
1118,2016-06-20,0
1119,2013-11-20,0
1120,2011-02-01,0
1121,2021-10-10,0
1122,2016-06-19,0
1123,2012-05-13,0
1124,2016-10-22,0
1125,2016-12-13,0
1126,2017-02-10,0
1127,2019-12-26,0
1128,2018-03-08,0
1129,2020-09-22,0
1130,2010-07-09,0
1131,2014-03-05,0
1132,2015-12-10,0
1133,2021-06-10,0
1134,2018-10-10,0
1135,2020-11-23,0
1136,2014-09-22,0
1137,2014-10-28,0
1138,2019-10-27,0
1139,2013-09-11,0
1140,2021-10-31,0
1141,2016-09-08,0
1142,2010-01-23,0
1143,2020-10-25,0
1144,2021-04-26,0
1145,2011-08-15,0
1146,2019-03-12,0
1147,2013-12-24,0
1148,2015-04-28,0
1149,2017-12-19,0
1150,2017-05-21,0
1151,2014-07-28,0
1152,2017-06-28,0
1153,2014-02-08,0
1154,2021-10-04,0
1155,2012-01-27,0
1156,2013-06-14,0
1157,2018-03-05,0
1158,2021-05-29,0
1159,2015-04-24,0
1160,2017-08-31,0
1161,2010-06-21,0
1162,2017-03-02,0
1163,2019-02-04,0
1164,2010-08-16,0
1165,2021-02-21,0
1166,2017-03-04,0
1167,2021-09-18,0
1168,2017-06-11,0
1169,2019-07-27,0
1170,2015-05-07,0
1171,2011-07-25,0
1172,2014-10-02,0
1173,2014-12-19,0
1174,2014-02-15,0
1175,2020-09-15,0
1176,2021-08-24,0
1177,2017-09-04,0
1178,2017-05-07,0
1179,2014-03-20,0
1180,2014-02-04,0
1181,2011-07-12,0
1182,2010-06-20,0
1183,2014-06-23,0
1184,2014-09-05,0
1185,2018-05-11,0
1186,2016-02-11,0
1187,2012-03-29,0
1188,2013-04-20,0
1189,2019-03-27,0
1190,2016-08-29,0
1191,2017-02-01,0
1192,2015-08-09,0
1193,2010-11-16,0
1194,2015-03-29,0
1195,2019-08-28,0
1196,2020-07-29,0
1197,2010-04-09,0
1198,2018-08-29,0
1199,2012-02-03,0
1200,2014-06-21,0
1201,2011-02-02,0
1202,2012-06-20,0
1203,2012-07-31,0
1204,2018-04-06,0
1205,2017-08-23,0
1206,2015-07-14,0
1207,2020-07-26,0
1208,2021-02-01,0
1209,2018-04-13,0
1210,2018-08-11,0
1211,2012-06-04,0
1212,2011-06-08,0
1213,2021-04-02,0
1214,2017-07-24,0
1215,2014-03-16,0
1216,2010-05-30,0
1217,2010-10-01,0
1218,2012-07-16,0
1219,2016-11-09,0
1220,2015-09-17,0
1221,2018-08-16,0
1222,2020-04-10,0
1223,2010-08-25,0
1224,2011-10-26,0
1225,2018-11-01,0
1226,2010-05-29,0
1227,2011-06-04,0
1228,2010-07-31,0
1229,2010-10-10,0
1230,2011-03-20,0
1231,2020-05-30,0
1232,2019-06-23,0
1233,2011-01-31,0
1234,2015-06-29,0
1235,2021-08-01,0
1236,2016-01-29,0
1237,2013-08-24,0
1238,2010-05-20,0
1239,2010-06-07,0
1240,2013-05-05,0
1241,2013-10-19,0
1242,2016-09-14,0
1243,2014-01-21,0
1244,2016-02-01,0
1245,2020-09-27,0
1246,2010-11-17,0
1247,2013-06-20,0
