,Date,Fire
236,2021-09-01,1
237,2011-10-12,1
238,2013-07-26,1
239,2012-08-24,1
240,2021-02-18,1
241,2012-08-09,1
242,2020-11-24,1
243,2021-02-25,1
244,2010-06-18,1
245,2021-07-02,1
246,2014-03-17,1
247,2016-08-09,1
248,2012-08-11,1
249,2012-05-28,1
250,2011-05-04,1
251,2014-11-17,1
252,2018-07-29,1
253,2018-08-07,1
254,2017-10-29,1
255,2014-05-15,1
256,2014-08-03,1
257,2016-10-12,1
258,2018-10-12,1
259,2021-08-05,1
260,2018-08-18,1
261,2020-09-29,1
262,2018-09-01,1
263,2012-04-23,1
264,2010-08-19,1
265,2012-09-03,1
266,2018-02-15,1
267,2021-08-27,1
268,2018-04-24,1
269,2020-02-13,1
270,2020-11-05,1
271,2012-08-29,1
272,2013-10-27,1
273,2012-08-22,1
274,2014-01-30,1
275,2012-10-30,1
276,2018-08-12,1
277,2021-06-01,1
278,2021-08-09,1
279,2021-08-28,1
280,2016-05-11,1
281,2010-11-06,1
282,2012-09-01,1
283,2021-02-27,1
284,2010-03-19,1
285,2010-03-24,1
286,2011-11-11,1
287,2018-10-08,1
288,2018-09-09,1
289,2020-02-21,1
290,2014-03-14,1
291,2016-04-08,1
292,2010-09-16,1
293,2012-08-28,1
294,2014-09-10,1
295,2018-08-31,1
296,2017-09-15,1
297,2018-07-30,1
298,2018-08-01,1
299,2014-08-02,1
300,2013-03-16,1
301,2017-04-24,1
302,2018-07-24,1
303,2012-04-05,1
304,2014-01-10,1
305,2011-10-19,1
306,2018-07-25,1
307,2018-08-14,1
308,2021-08-07,1
309,2012-08-31,1
310,2014-08-09,1
311,2015-08-07,1
312,2012-08-14,1
313,2012-08-30,1
314,2019-05-25,1
315,2010-05-06,1
316,2020-02-28,1
317,2021-10-11,1
318,2015-04-02,1
319,2016-12-01,1
320,2021-08-15,1
321,2018-04-23,1
322,2017-12-20,1
323,2018-10-29,1
324,2012-09-11,1
325,2020-11-19,1
326,2010-10-27,1
327,2021-04-07,1
328,2019-12-30,1
329,2018-08-23,1
330,2021-09-24,1
331,2021-09-15,1
332,2011-10-18,1
333,2018-10-13,1
334,2012-09-05,1
335,2018-07-28,1
336,2012-08-19,1
337,2014-07-31,1
